,Title,Description,Genre,Actors,Director,rating,Year,Runtime (Minutes)
1132,The Place Beyond the Pines,"A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective.","Crime,Drama,Thriller","Ryan Gosling, Bradley Cooper, Eva Mendes,Craig Van Hook",Derek Cianfrance,,2012,140
1133,No Country for Old Men,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"Crime,Drama,Thriller","Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson",Ethan Coen,,2007,122
1134,The Great Gatsby,"A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.","Drama,Romance","Leonardo DiCaprio, Carey Mulligan, Joel Edgerton,Tobey Maguire",Baz Luhrmann,,2013,143
1135,Shutter Island,"In 1954, a U.S. marshal investigates the disappearance of a murderess who escaped from a hospital for the criminally insane.","Mystery,Thriller","Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo,Ben Kingsley",Martin Scorsese,,2010,138
1136,Brimstone,"From the moment the new reverend climbs the pulpit, Liz knows she and her family are in great danger.","Mystery,Thriller,Western","Dakota Fanning, Guy Pearce, Kit Harington,Carice van Houten",Martin Koolhoven,,2016,148
1137,Star Trek,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,"Action,Adventure,Sci-Fi","Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy",J.J. Abrams,,2009,127
1138,Diary of a Wimpy Kid,"The adventures of a teenager who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year.","Comedy,Family","Zachary Gordon, Robert Capron, Rachael Harris,Steve Zahn",Thor Freudenthal,,2010,94
1139,The Big Short,"Four denizens in the world of high-finance predict the credit and housing bubble collapse of the mid-2000s, and decide to take on the big banks for their greed and lack of foresight.","Biography,Comedy,Drama","Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt",Adam McKay,,2015,130
1140,Room,A young boy is raised within the confines of a small shed.,Drama,"Brie Larson, Jacob Tremblay, Sean Bridgers,Wendy Crewson",Lenny Abrahamson,,2015,118
1141,Django Unchained,"With the help of a German bounty hunter , a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","Drama,Western","Jamie Foxx, Christoph Waltz, Leonardo DiCaprio,Kerry Washington",Quentin Tarantino,,2012,165
1142,Ah-ga-ssi,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.","Drama,Mystery,Romance","Min-hee Kim, Jung-woo Ha, Jin-woong Jo, So-ri Moon",Chan-wook Park,,2016,144
1143,The Edge of Seventeen,"High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother.","Comedy,Drama","Hailee Steinfeld, Haley Lu Richardson, Blake Jenner, Kyra Sedgwick",Kelly Fremon Craig,,2016,104
1144,Watchmen,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.","Action,Drama,Mystery","Jackie Earle Haley, Patrick Wilson, Carla Gugino,Malin Akerman",Zack Snyder,,2009,162
1145,Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,Comedy,"Michael Cera, Jonah Hill, Christopher Mintz-Plasse, Bill Hader",Greg Mottola,,2007,113
1146,Inferno,"When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot.","Action,Adventure,Crime","Tom Hanks, Felicity Jones, Irrfan Khan, Ben Foster",Ron Howard,,2016,121
1147,The BFG,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.","Adventure,Family,Fantasy","Mark Rylance, Ruby Barnhill, Penelope Wilton,Jemaine Clement",Steven Spielberg,,2016,117
1148,The Hunger Games,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,"Adventure,Sci-Fi,Thriller","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth,Stanley Tucci",Gary Ross,,2012,142
1149,White Girl,"Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",Drama,"Morgan Saylor, Brian Marc, Justin Bartha, Adrian Martinez",Elizabeth Wood,,2016,88
1150,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,"Action,Crime,Drama","Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal",Denis Villeneuve,,2015,121
1151,Twin Peaks: The Missing Pieces,Twin Peaks before Twin Peaks (1990) and at the same time not always and entirely in the same place as Twin Peaks: Fire Walk with Me (1992). A feature film which presents deleted scenes from Twin Peaks: Fire Walk with Me (1992) assembled together for the first time in an untold portion of the story's prequel.,"Drama,Horror,Mystery","Chris Isaak, Kiefer Sutherland, C.H. Evans, Sandra Kinder",David Lynch,,2014,91
1152,Aliens vs Predator - Requiem,"Warring alien and predator races descend on a rural US town, where unsuspecting residents must band together for any chance of survival.","Action,Horror,Sci-Fi","Reiko Aylesworth, Steven Pasquale,Shareeka Epps, John Ortiz",Colin Strause,,2007,94
1153,Pacific Rim,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.","Action,Adventure,Sci-Fi","Idris Elba, Charlie Hunnam, Rinko Kikuchi,Charlie Day",Guillermo del Toro,,2013,131
1154,"Crazy, Stupid, Love.","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.","Comedy,Drama,Romance","Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone",Glenn Ficarra,,2011,118
1155,Scott Pilgrim vs. the World,Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,"Action,Comedy,Fantasy","Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Alison Pill",Edgar Wright,,2010,112
1156,Hot Fuzz,"Exceptional London cop Nicholas Angel is involuntarily transferred to a quaint English village and paired with a witless new partner. While on the beat, Nicholas suspects a sinister conspiracy is afoot with the residents.","Action,Comedy,Mystery","Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy",Edgar Wright,,2007,121
1157,Mine,"After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical tolls of the treacherous conditions.","Thriller,War","Armie Hammer, Annabelle Wallis,Tom Cullen, Clint Dyer",Fabio Guaglione,,2016,106
1158,Free Fire,"Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shootout and a game of survival.","Action,Comedy,Crime","Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy",Ben Wheatley,,2016,90
1159,X-Men: Days of Future Past,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,"Action,Adventure,Sci-Fi","Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy",Bryan Singer,,2014,132
1160,Jack Reacher: Never Go Back,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.","Action,Adventure,Crime","Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper",Edward Zwick,,2016,118
1161,Casino Royale,"Armed with a licence to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.","Action,Adventure,Thriller","Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright",Martin Campbell,,2006,144
1162,Twilight,A teenage girl risks everything when she falls in love with a vampire.,"Drama,Fantasy,Romance","Kristen Stewart, Robert Pattinson, Billy Burke,Sarah Clarke",Catherine Hardwicke,,2008,122
1163,Now You See Me 2,The Four Horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet.,"Action,Adventure,Comedy","Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco",Jon M. Chu,,2016,129
1164,Woman in Gold,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.","Biography,Drama,History","Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes",Simon Curtis,,2015,109
1165,13 Hours,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.","Action,Drama,History","John Krasinski, Pablo Schreiber, James Badge Dale,David Denman",Michael Bay,,2016,144
1166,Spectre,"A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.","Action,Adventure,Thriller","Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes",Sam Mendes,,2015,148
1167,Nightcrawler,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.","Crime,Drama,Thriller","Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed",Dan Gilroy,,2014,118
1168,Kubo and the Two Strings,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,"Animation,Adventure,Family","Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes",Travis Knight,,2016,101
1169,Beyond the Gates,Two estranged brothers reunite at their missing father's video store and find a VCR board game dubbed 'Beyond The Gates' that holds a connection to their father's disappearance.,"Adventure,Horror","Graham Skipper, Chase Williamson, Brea Grant,Barbara Crampton",Jackson Stewart,,2016,84
1170,Her,A lonely writer develops an unlikely relationship with an operating system designed to meet his every need.,"Drama,Romance,Sci-Fi","Joaquin Phoenix, Amy Adams, Scarlett Johansson,Rooney Mara",Spike Jonze,,2013,126
1171,Frozen,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.","Animation,Adventure,Comedy","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad",Chris Buck,,2013,102
1172,Tomorrowland,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.","Action,Adventure,Family","George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy",Brad Bird,,2015,130
1173,Dawn of the Planet of the Apes,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,"Action,Adventure,Drama","Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee",Matt Reeves,,2014,130
1174,Tropic Thunder,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.","Action,Comedy","Ben Stiller, Jack Black, Robert Downey Jr., Jeff Kahn",Ben Stiller,,2008,107
1175,The Conjuring 2,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by a malicious spirit.,"Horror,Mystery,Thriller","Vera Farmiga, Patrick Wilson, Madison Wolfe, Frances O'Connor",James Wan,,2016,134
1176,Ant-Man,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.","Action,Adventure,Comedy","Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly",Peyton Reed,,2015,117
1177,Bridget Jones's Baby,"Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.","Comedy,Romance","Renée Zellweger, Gemma Jones, Jim Broadbent,Sally Phillips",Sharon Maguire,,2016,118
