,Actors,Description,Director,Genre,Runtime (Minutes),Title,Year,rating
1477,"Dominic Monaghan, Ksenia Solo, Jennette McCurdy,Da'Vone McDonald","A psychological thriller about a man who bumps into an old crush and subsequently becomes obsessed with her, leading him to hold her captive underneath the animal shelter where he works. ... See full summary »",Carles Torrens,"Horror,Thriller",94,Pet,2016,
1478,"Alia Shawkat, Nancy Kwan, Annabelle Attanasio,Alfred Molina",A young woman attempts to deal with the death of her boyfriend while continuously confronted by his mentally unstable mother.,Amber Tamblyn,Drama,96,Paint It Black,2016,
1479,"Michael Fassbender, Marion Cotillard, Jack Madigan,Frank Madigan","Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.",Justin Kurzel,"Drama,War",113,Macbeth,2015,
1480,"Kristen Bell, Jason Segel, Paul Rudd, Mila Kunis","Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.",Nicholas Stoller,"Comedy,Drama,Romance",111,Forgetting Sarah Marshall,2008,
1481,"Brenton Thwaites, Jeff Bridges, Meryl Streep, Taylor Swift","In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",Phillip Noyce,"Drama,Romance,Sci-Fi",97,The Giver,2014,
1482,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie,Aaron Paul",A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,John Hillcoat,"Action,Crime,Drama",115,Triple 9,2016,
1483,"Giuseppe Battiston, Anna Foglietta, Marco Giallini,Edoardo Leo","Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles.",Paolo Genovese,"Comedy,Drama",97,Perfetti sconosciuti,2016,
1484,"Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph","Find out why the birds are so angry. When an island populated by happy, flightless birds is visited by mysterious green piggies, it's up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what the pigs are up to.",Clay Kaytis,"Animation,Action,Adventure",97,Angry Birds,2016,
1485,"Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",Wes Anderson,"Adventure,Comedy,Drama",94,Moonrise Kingdom,2012,
1486,"John Travolta, Queen Latifah, Nikki Blonsky,Michelle Pfeiffer",Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,Adam Shankman,"Comedy,Drama,Family",117,Hairspray,2007,
1487,"Julianne Hough, Josh Duhamel, Cobie Smulders,David Lyons","A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",Lasse Hallström,"Drama,Romance,Thriller",115,Safe Haven,2013,
1488,"Will Smith, Margot Robbie, Rodrigo Santoro, Adrian Martinez","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",Glenn Ficarra,"Comedy,Crime,Drama",105,Focus,2015,
1489,"Brad Garrett, Lou Romano, Patton Oswalt,Ian Holm",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,Brad Bird,"Animation,Comedy,Family",111,Ratatouille,2007,
1490,"Connor Paolo, Nick Damici, Kelly McGillis, Gregory Jones",Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned ... See full summary »,Jim Mickle,"Drama,Horror,Sci-Fi",98,Stake Land,2010,
1491,"Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman","A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",Albert Hughes,"Action,Adventure,Drama",118,The Book of Eli,2010,
1492,"Mike Vogel, Jessica Lucas, Lizzy Caplan, T.J. Miller",A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,Matt Reeves,"Action,Horror,Sci-Fi",85,Cloverfield,2008,
1493,"Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer","A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.",Ericson Core,"Action,Crime,Sport",114,Point Break,2015,
1494,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell","A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery.",Jonathan Glazer,"Drama,Horror,Sci-Fi",108,Under the Skin,2013,
1495,"Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield","Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",Francis Lawrence,"Drama,Horror,Sci-Fi",101,I Am Legend,2007,
1496,"Will Smith, Tommy Lee Jones, Josh Brolin,Jemaine Clement",Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,Barry Sonnenfeld,"Action,Adventure,Comedy",106,Men in Black 3,2012,
1497,"Elle Fanning, AJ Michalka, Kyle Chandler, Joel Courtney","During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",J.J. Abrams,"Mystery,Sci-Fi,Thriller",112,Super 8,2011,
1498,"Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney",A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,F. Gary Gray,"Crime,Drama,Thriller",109,Law Abiding Citizen,2009,
1499,"Edward Asner, Jordan Nagai, John Ratzenberger, Christopher Plummer","Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.",Pete Docter,"Animation,Adventure,Comedy",96,Up,2009,
1500,"Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster,Giancarlo Esposito","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",Wes Ball,"Action,Sci-Fi,Thriller",131,Maze Runner: The Scorch Trials,2015,
1501,"Cate Blanchett, Rooney Mara, Sarah Paulson, Kyle Chandler",An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,Todd Haynes,"Drama,Romance",118,Carol,2015,
1502,"Daniel Radcliffe, Toni Collette, Tracy Letts, Sam Trammell","A young FBI agent, eager to prove himself in the field, goes undercover as a white supremacist.",Daniel Ragussis,"Crime,Drama,Thriller",109,Imperium,2016,
1503,"Michael Caine, Harvey Keitel, Rachel Weisz, Jane Fonda",A retired orchestra conductor is on holiday with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.,Paolo Sorrentino,"Comedy,Drama,Music",124,Youth,2015,
1504,"Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham","A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",Jaco Van Dormael,"Drama,Fantasy,Romance",141,Mr. Nobody,2009,
1505,"Riz Ahmed, Billie Piper, James Floyd, Cush Jumbo","In the teeming, multicultural metropolis of modern-day London, a seemingly straightforward missing-person case launches a down-at-heel private eye into a dangerous world of religious fanaticism and political intrigue.",Pete Travis,"Crime,Drama,Thriller",110,City of Tiny Lights,2016,
1506,"Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively,Benicio Del Toro",Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,Oliver Stone,"Crime,Drama,Thriller",131,Savages,2012,
1507,"Zooey Deschanel, Joseph Gordon-Levitt, Geoffrey Arend, Chloë Grace Moretz","An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",Marc Webb,"Comedy,Drama,Romance",95,(500) Days of Summer,2009,
1508,"Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber",A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.,Elizabeth Banks,"Comedy,Romance",94,Movie 43,2013,
1509,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen",Two astronauts work together to survive after an accident which leaves them alone in space.,Alfonso Cuarón,"Drama,Sci-Fi,Thriller",91,Gravity,2013,
1510,"Asa Butterfield, David Thewlis, Rupert Friend, Zac Mattoon O'Brien","Set during WWII, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",Mark Herman,"Drama,War",94,The Boy in the Striped Pyjamas,2008,
1511,"Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover","A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up.",Antoine Fuqua,"Action,Crime,Drama",124,Shooter,2007,
1512,"Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez","A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.",M. Night Shyamalan,"Sci-Fi,Thriller",91,The Happening,2008,
1513,"Kurt Russell, Patrick Wilson, Matthew Fox, Richard Jenkins",Four men set out in the Wild West to rescue a group of captives from cannibalistic cave dwellers.,S. Craig Zahler,"Adventure,Drama,Horror",132,Bone Tomahawk,2015,
1514,"Channing Tatum, Joe Manganiello, Matt Bomer,Adam Rodriguez","Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",Gregory Jacobs,"Comedy,Drama,Music",115,Magic Mike XXL,2015,
1515,"Emma Stone, Amanda Bynes, Penn Badgley, Dan Byrd",A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,Will Gluck,"Comedy,Drama,Romance",92,Easy A,2010,
1516,"Christian Bale, Joel Edgerton, Ben Kingsley, Sigourney Weaver","The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 600,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",Ridley Scott,"Action,Adventure,Drama",150,Exodus: Gods and Kings,2014,
1517,"Sharlto Copley, Dev Patel, Hugh Jackman,Sigourney Weaver","In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",Neill Blomkamp,"Action,Crime,Drama",120,Chappie,2015,
1518,"Ian McKellen, Martin Freeman, Richard Armitage,Ken Stott","The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",Peter Jackson,"Adventure,Fantasy",161,The Hobbit: The Desolation of Smaug,2013,
1519,"Chiwetel Ejiofor, Thandie Newton, Anika Noni Rose,Joseph Mawle","Sisters Olanna and Kainene return home to 1960s Nigeria, where they soon diverge on different paths. As civil war breaks out, political events loom larger than their differences as they join the fight to establish an independent republic.",Biyi Bandele,"Drama,Romance",111,Half of a Yellow Sun,2013,
1520,"Jamie Dornan, Cillian Murphy, Brian Caspe, Karel Hermánek Jr.","Based on the extraordinary true story of Operation Anthropoid, the WWII mission to assassinate SS General Reinhard Heydrich, the main architect behind the Final Solution and the Reich's third in command after Hitler and Himmler.",Sean Ellis,"Biography,History,Thriller",120,Anthropoid,2016,
1521,"Michael Fassbender, Penélope Cruz, Cameron Diaz,Javier Bardem",A lawyer finds himself in over his head when he gets involved in drug trafficking.,Ridley Scott,"Crime,Drama,Thriller",117,The Counselor,2013,
1522,"Anton Adasinsky, Aleksandr Armer, Vilen Babichev, Rostislav Bershauer","Kievan Rus, late 10th century. After the death of his father, the young Viking prince Vladimir of Novgorod is forced into exile across the frozen sea.",Andrey Kravchuk,"Action,Drama,History",133,Viking,2016,
